Word,Frequency,Probability
denied,5,0.00023495136506743105
denies,1,4.699027301348621e-05
denotes,4,0.00018796109205394484
dentist,1,4.699027301348621e-05
deny,12,0.0005638832761618346
depend,13,0.0006108735491753207
dependence,1,4.699027301348621e-05
dependent,9,0.00042291245712137586
depending,1,4.699027301348621e-05
depends,12,0.0005638832761618346
derivative,17,0.0007988346412292655
derive,7,0.00032893191109440345
derived,17,0.0007988346412292655
descartes,6,0.0002819416380809173
descend,1,4.699027301348621e-05
describe,7,0.00032893191109440345
described,10,0.0004699027301348621
describes,1,4.699027301348621e-05
describing,1,4.699027301348621e-05
description,48,0.002255533104647338
descriptions,9,0.00042291245712137586
descriptive,1,4.699027301348621e-05
desdemona,25,0.0011747568253371553
desdemonas,7,0.00032893191109440345
desertit,1,4.699027301348621e-05
deserts,1,4.699027301348621e-05
deserves,1,4.699027301348621e-05
deserving,1,4.699027301348621e-05
designate,1,4.699027301348621e-05
desirability,1,4.699027301348621e-05
desirable,1,4.699027301348621e-05
desire,10,0.0004699027301348621
desires,5,0.00023495136506743105
desiring,1,4.699027301348621e-05
desirous,1,4.699027301348621e-05
despite,1,4.699027301348621e-05
destroy,2,9.398054602697242e-05
destroyed,1,4.699027301348621e-05
destroys,1,4.699027301348621e-05
destructive,1,4.699027301348621e-05
detach,1,4.699027301348621e-05
detail,3,0.00014097081904045864
determine,3,0.00014097081904045864
determined,3,0.00014097081904045864
determines,1,4.699027301348621e-05
develop,2,9.398054602697242e-05
development,1,4.699027301348621e-05
developments,1,4.699027301348621e-05
dialogues,2,9.398054602697242e-05
diary,1,4.699027301348621e-05
dictionary,1,4.699027301348621e-05
die,1,4.699027301348621e-05
died,4,0.00018796109205394484
differ,5,0.00023495136506743105
difference,11,0.0005168930031483483
differences,2,9.398054602697242e-05
different,76,0.003571260749024952
differently,4,0.00018796109205394484
differentsomething,1,4.699027301348621e-05
differing,2,9.398054602697242e-05
differingsome,1,4.699027301348621e-05
differs,2,9.398054602697242e-05
difficult,23,0.0010807762793101827
difficulties,7,0.00032893191109440345
difficulty,14,0.0006578638221888069
diminish,1,4.699027301348621e-05
diminished,1,4.699027301348621e-05
diminishes,1,4.699027301348621e-05
diminishing,2,9.398054602697242e-05
dined,1,4.699027301348621e-05
dinnertable,1,4.699027301348621e-05
diplomatist,4,0.00018796109205394484
direct,9,0.00042291245712137586
direction,6,0.0002819416380809173
directions,1,4.699027301348621e-05
directly,13,0.0006108735491753207
directs,1,4.699027301348621e-05
disappear,1,4.699027301348621e-05
disappoint,1,4.699027301348621e-05
disappointing,1,4.699027301348621e-05
disclaim,1,4.699027301348621e-05
disclaimer,3,0.00014097081904045864
disclaimers,1,4.699027301348621e-05
discontinue,1,4.699027301348621e-05
discover,5,0.00023495136506743105
discoverable,4,0.00018796109205394484
discovered,7,0.00032893191109440345
discovering,5,0.00023495136506743105
discovery,2,9.398054602697242e-05
discuss,1,4.699027301348621e-05
discussed,2,9.398054602697242e-05
discussing,4,0.00018796109205394484
discussion,4,0.00018796109205394484
discussions,2,9.398054602697242e-05
disease,1,4.699027301348621e-05
disengaged,1,4.699027301348621e-05
disentangle,2,9.398054602697242e-05
disk,1,4.699027301348621e-05
dismiss,1,4.699027301348621e-05
dismissed,2,9.398054602697242e-05
dispassionately,1,4.699027301348621e-05
display,1,4.699027301348621e-05
displayed,1,4.699027301348621e-05
displaying,4,0.00018796109205394484
disproved,4,0.00018796109205394484
disputable,1,4.699027301348621e-05
disputants,1,4.699027301348621e-05
dissociated,1,4.699027301348621e-05
distance,3,0.00014097081904045864
distances,5,0.00023495136506743105
distinct,3,0.00014097081904045864
distinction,7,0.00032893191109440345
distinctions,2,9.398054602697242e-05
distinctive,2,9.398054602697242e-05
distinctly,1,4.699027301348621e-05
distinguish,7,0.00032893191109440345
distinguished,4,0.00018796109205394484
distinguishes,1,4.699027301348621e-05
distinguishing,3,0.00014097081904045864
distort,1,4.699027301348621e-05
distorts,1,4.699027301348621e-05
distribute,6,0.0002819416380809173
distributed,4,0.00018796109205394484
distributing,7,0.00032893191109440345
distribution,8,0.0003759221841078897
distributor,1,4.699027301348621e-05
disturbance,3,0.00014097081904045864
diverge,1,4.699027301348621e-05
diversity,1,4.699027301348621e-05
divest,1,4.699027301348621e-05
divide,1,4.699027301348621e-05
divided,1,4.699027301348621e-05
divisibilityphilosophers,1,4.699027301348621e-05
divisible,2,9.398054602697242e-05
doctrine,4,0.00018796109205394484
doctrines,2,9.398054602697242e-05
dogmas,1,4.699027301348621e-05
dogmatic,1,4.699027301348621e-05
dogmatically,2,9.398054602697242e-05
dogmatism,1,4.699027301348621e-05
domain,2,9.398054602697242e-05
domestic,2,9.398054602697242e-05
dominion,1,4.699027301348621e-05
donate,3,0.00014097081904045864
donation,1,4.699027301348621e-05
donations,15,0.0007048540952022931
done,5,0.00023495136506743105
donors,1,4.699027301348621e-05
door,2,9.398054602697242e-05
doubt,39,0.0018326206475259622
doubted,5,0.00023495136506743105
doubtful,9,0.00042291245712137586
doubting,5,0.00023495136506743105
doubtless,1,4.699027301348621e-05
doubts,2,9.398054602697242e-05
downloading,1,4.699027301348621e-05
draw,9,0.00042291245712137586
drawing,2,9.398054602697242e-05
drawn,1,4.699027301348621e-05
dream,8,0.0003759221841078897
dreams,11,0.0005168930031483483
dreamsthat,1,4.699027301348621e-05
dreamtable,1,4.699027301348621e-05
dried,1,4.699027301348621e-05
drifted,1,4.699027301348621e-05
drive,1,4.699027301348621e-05
driven,5,0.00023495136506743105
drives,1,4.699027301348621e-05
dualism,2,9.398054602697242e-05
due,9,0.00042291245712137586
duly,1,4.699027301348621e-05
duration,2,9.398054602697242e-05
dwell,3,0.00014097081904045864
dying,3,0.00014097081904045864
e,1,4.699027301348621e-05
earlier,4,0.00018796109205394484
early,1,4.699027301348621e-05
earth,7,0.00032893191109440345
earths,2,9.398054602697242e-05
earwig,3,0.00014097081904045864
easier,2,9.398054602697242e-05
easiest,1,4.699027301348621e-05
easily,7,0.00032893191109440345
east,1,4.699027301348621e-05
easy,7,0.00032893191109440345
eat,2,9.398054602697242e-05
ebook,13,0.0006108735491753207
ebooks,7,0.00032893191109440345
eclipse,1,4.699027301348621e-05
edinburgh,9,0.00042291245712137586
edition,1,4.699027301348621e-05
editions,4,0.00018796109205394484
educated,1,4.699027301348621e-05
educational,1,4.699027301348621e-05
effect,8,0.0003759221841078897
effected,1,4.699027301348621e-05
effects,2,9.398054602697242e-05
effort,4,0.00018796109205394484
efforts,3,0.00014097081904045864
eg,3,0.00014097081904045864
eight,4,0.00018796109205394484
ein,1,4.699027301348621e-05
either,29,0.0013627179173911
elapse,1,4.699027301348621e-05
elapsed,1,4.699027301348621e-05
elect,1,4.699027301348621e-05
elected,1,4.699027301348621e-05
electric,1,4.699027301348621e-05
electronic,27,0.0012687373713641276
electronically,2,9.398054602697242e-05
element,3,0.00014097081904045864
elementary,1,4.699027301348621e-05
elements,1,4.699027301348621e-05
elicited,4,0.00018796109205394484
else,19,0.000892815187256238
elsesomething,1,4.699027301348621e-05
elsewhere,1,4.699027301348621e-05
elucidation,1,4.699027301348621e-05
email,3,0.00014097081904045864
embark,1,4.699027301348621e-05
emerged,1,4.699027301348621e-05
emerges,1,4.699027301348621e-05
emitted,1,4.699027301348621e-05
emitting,1,4.699027301348621e-05
emotion,2,9.398054602697242e-05
emperor,2,9.398054602697242e-05
emphasized,1,4.699027301348621e-05
emphatically,1,4.699027301348621e-05
empire,5,0.00023495136506743105
empirical,15,0.0007048540952022931
empiricists,7,0.00032893191109440345
empiricistswho,1,4.699027301348621e-05
employ,2,9.398054602697242e-05
employed,4,0.00018796109205394484
employee,1,4.699027301348621e-05
employees,1,4.699027301348621e-05
employs,1,4.699027301348621e-05
empty,3,0.00014097081904045864
enable,5,0.00023495136506743105
enables,6,0.0002819416380809173
enabling,2,9.398054602697242e-05
end,11,0.0005168930031483483
endeavour,3,0.00014097081904045864
endeavoured,2,9.398054602697242e-05
ends,2,9.398054602697242e-05
enemy,2,9.398054602697242e-05
engagement,1,4.699027301348621e-05
engendered,1,4.699027301348621e-05
england,1,4.699027301348621e-05
english,1,4.699027301348621e-05
enlarge,3,0.00014097081904045864
enlarged,1,4.699027301348621e-05
enlargement,4,0.00018796109205394484
enlarges,1,4.699027301348621e-05
enormously,1,4.699027301348621e-05
enough,6,0.0002819416380809173
enquiry,1,4.699027301348621e-05
enrich,1,4.699027301348621e-05
ensures,2,9.398054602697242e-05
ensuring,1,4.699027301348621e-05
entails,1,4.699027301348621e-05
entangled,1,4.699027301348621e-05
enter,1,4.699027301348621e-05
entertain,3,0.00014097081904045864
entertained,2,9.398054602697242e-05
entertaining,1,4.699027301348621e-05
entirely,6,0.0002819416380809173
entities,8,0.0003759221841078897
entity,6,0.0002819416380809173
enumerated,1,4.699027301348621e-05
enumeration,1,4.699027301348621e-05
enunciated,1,4.699027301348621e-05
equal,1,4.699027301348621e-05
equally,10,0.0004699027301348621
equipment,3,0.00014097081904045864
equivocation,1,4.699027301348621e-05
ergo,1,4.699027301348621e-05
erroneous,11,0.0005168930031483483
error,19,0.000892815187256238
errors,2,9.398054602697242e-05
escape,4,0.00018796109205394484
especially,3,0.00014097081904045864
esse,1,4.699027301348621e-05
essence,7,0.00032893191109440345
essential,7,0.00032893191109440345
essentially,8,0.0003759221841078897
establish,4,0.00018796109205394484
established,2,9.398054602697242e-05
estimated,1,4.699027301348621e-05
etc,3,0.00014097081904045864
etcis,1,4.699027301348621e-05
etcmay,1,4.699027301348621e-05
etcwhich,1,4.699027301348621e-05
eternal,1,4.699027301348621e-05
eternally,1,4.699027301348621e-05
ethical,4,0.00018796109205394484
ethics,3,0.00014097081904045864
euclidean,2,9.398054602697242e-05
euclids,1,4.699027301348621e-05
europe,1,4.699027301348621e-05
even,47,0.0022085428316338516
event,3,0.00014097081904045864
events,4,0.00018796109205394484
ever,17,0.0007988346412292655
every,18,0.0008458249142427517
everyday,1,4.699027301348621e-05
everything,18,0.0008458249142427517
evidence,12,0.0005638832761618346
evident,15,0.0007048540952022931
evil,5,0.00023495136506743105
exact,1,4.699027301348621e-05
exactly,7,0.00032893191109440345
examination,4,0.00018796109205394484
examine,8,0.0003759221841078897
examined,5,0.00023495136506743105
examines,1,4.699027301348621e-05
examining,3,0.00014097081904045864
example,42,0.0019735914665664207
exampleraises,1,4.699027301348621e-05
examples,2,9.398054602697242e-05
exceedingly,1,4.699027301348621e-05
except,26,0.0012217470983506415
exceptional,2,9.398054602697242e-05
exceptions,9,0.00042291245712137586
excluded,2,9.398054602697242e-05
excluding,1,4.699027301348621e-05
exclusion,1,4.699027301348621e-05
exclusive,2,9.398054602697242e-05
exclusively,6,0.0002819416380809173
exemplified,3,0.00014097081904045864
exemplify,1,4.699027301348621e-05
exempt,2,9.398054602697242e-05
exist,57,0.002678445561768714
existed,5,0.00023495136506743105
existence,56,0.0026314552887552276
existent,1,4.699027301348621e-05
existing,10,0.0004699027301348621
exists,33,0.001550679009445045
expect,6,0.0002819416380809173
expectation,2,9.398054602697242e-05
expectations,12,0.0005638832761618346
expecting,4,0.00018796109205394484
expend,1,4.699027301348621e-05
expense,1,4.699027301348621e-05
expenses,2,9.398054602697242e-05
experience,78,0.0036652412950519244
experienceas,1,4.699027301348621e-05
experienced,10,0.0004699027301348621
experiencenot,1,4.699027301348621e-05
experiences,15,0.0007048540952022931
explained,3,0.00014097081904045864
explaining,3,0.00014097081904045864
explanation,2,9.398054602697242e-05
explicitly,1,4.699027301348621e-05
explored,1,4.699027301348621e-05
exploring,1,4.699027301348621e-05
exponents,1,4.699027301348621e-05
exporting,1,4.699027301348621e-05
express,5,0.00023495136506743105
expressed,2,9.398054602697242e-05
expressing,2,9.398054602697242e-05
expression,2,9.398054602697242e-05
expressions,1,4.699027301348621e-05
extend,1,4.699027301348621e-05
extends,1,4.699027301348621e-05
extension,3,0.00014097081904045864
extensive,1,4.699027301348621e-05
extent,7,0.00032893191109440345
external,2,9.398054602697242e-05
extrinsic,1,4.699027301348621e-05
eye,9,0.00042291245712137586
eyes,6,0.0002819416380809173
fabric,1,4.699027301348621e-05
faceit,1,4.699027301348621e-05
facility,1,4.699027301348621e-05
fact,112,0.005262910577510455
facts,18,0.0008458249142427517
factsinfinite,1,4.699027301348621e-05
faculty,1,4.699027301348621e-05
fail,2,9.398054602697242e-05
failed,2,9.398054602697242e-05
failing,1,4.699027301348621e-05
fails,3,0.00014097081904045864
failure,4,0.00018796109205394484
fainter,1,4.699027301348621e-05
faintness,1,4.699027301348621e-05
fairly,4,0.00018796109205394484
fall,4,0.00018796109205394484
fallacies,1,4.699027301348621e-05
fallacious,5,0.00023495136506743105
fallaciouswhich,1,4.699027301348621e-05
fallacy,1,4.699027301348621e-05
fallible,1,4.699027301348621e-05
falls,1,4.699027301348621e-05
false,29,0.0013627179173911
falsehood,28,0.0013157276443776138
falsehoods,2,9.398054602697242e-05
falsely,5,0.00023495136506743105
falsified,1,4.699027301348621e-05
familiar,6,0.0002819416380809173
familiarity,2,9.398054602697242e-05
family,1,4.699027301348621e-05
fancy,1,4.699027301348621e-05
far,26,0.0012217470983506415
farther,1,4.699027301348621e-05
fast,1,4.699027301348621e-05
fatal,1,4.699027301348621e-05
favour,8,0.0003759221841078897
favouritism,1,4.699027301348621e-05
fear,1,4.699027301348621e-05
fears,2,9.398054602697242e-05
features,1,4.699027301348621e-05
fed,1,4.699027301348621e-05
federal,2,9.398054602697242e-05
fee,8,0.0003759221841078897
feeds,1,4.699027301348621e-05
feel,15,0.0007048540952022931
feeling,6,0.0002819416380809173
feelings,10,0.0004699027301348621
feels,2,9.398054602697242e-05
fees,4,0.00018796109205394484
felt,2,9.398054602697242e-05
fetters,1,4.699027301348621e-05
feverish,1,4.699027301348621e-05
figure,2,9.398054602697242e-05
file,1,4.699027301348621e-05
files,1,4.699027301348621e-05
finally,3,0.00014097081904045864
financial,1,4.699027301348621e-05
find,39,0.0018326206475259622
finding,6,0.0002819416380809173
finds,4,0.00018796109205394484
fine,1,4.699027301348621e-05
finite,3,0.00014097081904045864
firm,2,9.398054602697242e-05
firmly,4,0.00018796109205394484
first,58,0.0027254358347822
fit,3,0.00014097081904045864
fitness,1,4.699027301348621e-05
five,3,0.00014097081904045864
fix,1,4.699027301348621e-05
fixed,1,4.699027301348621e-05
flash,1,4.699027301348621e-05
fleeting,2,9.398054602697242e-05
foes,1,4.699027301348621e-05
follow,7,0.00032893191109440345
followed,1,4.699027301348621e-05
following,12,0.0005638832761618346
follows,22,0.0010337860062966965
food,9,0.00042291245712137586
foolish,1,4.699027301348621e-05
football,1,4.699027301348621e-05
force,1,4.699027301348621e-05
forced,4,0.00018796109205394484
forces,1,4.699027301348621e-05
forget,1,4.699027301348621e-05
forgetting,1,4.699027301348621e-05
forgo,1,4.699027301348621e-05
forgotten,1,4.699027301348621e-05
forks,1,4.699027301348621e-05
form,36,0.0016916498284855034
formal,1,4.699027301348621e-05
formally,1,4.699027301348621e-05
format,4,0.00018796109205394484
formats,1,4.699027301348621e-05
formed,3,0.00014097081904045864
former,4,0.00018796109205394484
formerly,8,0.0003759221841078897
forms,5,0.00023495136506743105
forth,9,0.00042291245712137586
fortress,1,4.699027301348621e-05
fortuitous,1,4.699027301348621e-05
fortune,1,4.699027301348621e-05
forty,1,4.699027301348621e-05
forward,2,9.398054602697242e-05
forwards,1,4.699027301348621e-05
fostered,1,4.699027301348621e-05
found,31,0.0014566984634180726
foundation,22,0.0010337860062966965
foundations,3,0.00014097081904045864
foundation,2,9.398054602697242e-05
founder,2,9.398054602697242e-05
four,43,0.002020581739579907
fourth,1,4.699027301348621e-05
fragment,1,4.699027301348621e-05
fragmentary,3,0.00014097081904045864
fragments,1,4.699027301348621e-05
framework,1,4.699027301348621e-05
free,13,0.0006108735491753207
freedom,4,0.00018796109205394484
freely,5,0.00023495136506743105
french,2,9.398054602697242e-05
frequent,2,9.398054602697242e-05
fresh,8,0.0003759221841078897
friend,1,4.699027301348621e-05
friends,3,0.00014097081904045864
frightened,1,4.699027301348621e-05
front,1,4.699027301348621e-05
fulfil,2,9.398054602697242e-05
fulfilled,5,0.00023495136506743105
fulfilment,1,4.699027301348621e-05
fulfils,1,4.699027301348621e-05
full,15,0.0007048540952022931
fully,6,0.0002819416380809173
function,2,9.398054602697242e-05
fundamental,7,0.00032893191109440345
future,26,0.0012217470983506415
futures,6,0.0002819416380809173
g,1,4.699027301348621e-05
gain,1,4.699027301348621e-05
garrison,1,4.699027301348621e-05
general,72,0.003383299656971007
generality,1,4.699027301348621e-05
generalization,5,0.00023495136506743105
generalizations,6,0.0002819416380809173
generally,17,0.0007988346412292655
generations,2,9.398054602697242e-05
genuine,2,9.398054602697242e-05
genuinelyempirical,1,4.699027301348621e-05
geography,1,4.699027301348621e-05
geology,1,4.699027301348621e-05
geometry,5,0.00023495136506743105
georg,1,4.699027301348621e-05
george,1,4.699027301348621e-05
german,8,0.0003759221841078897
germany,2,9.398054602697242e-05
get,7,0.00032893191109440345
gets,2,9.398054602697242e-05
getting,1,4.699027301348621e-05
ghost,2,9.398054602697242e-05
ghoststories,1,4.699027301348621e-05
gilbert,1,4.699027301348621e-05
give,22,0.0010337860062966965
given,33,0.001550679009445045
gives,18,0.0008458249142427517
giving,11,0.0005168930031483483
glance,1,4.699027301348621e-05
glasses,1,4.699027301348621e-05
globe,1,4.699027301348621e-05
go,11,0.0005168930031483483
goals,1,4.699027301348621e-05
god,8,0.0003759221841078897
gods,2,9.398054602697242e-05
goes,8,0.0003759221841078897
going,2,9.398054602697242e-05
gone,1,4.699027301348621e-05
good,18,0.0008458249142427517
goods,6,0.0002819416380809173
goodwill,1,4.699027301348621e-05
gordon,1,4.699027301348621e-05
govern,2,9.398054602697242e-05
gradation,5,0.00023495136506743105
gradations,1,4.699027301348621e-05
gradually,4,0.00018796109205394484
grain,1,4.699027301348621e-05
granted,6,0.0002819416380809173
grapple,1,4.699027301348621e-05
grasp,1,4.699027301348621e-05
gratefully,1,4.699027301348621e-05
gratuitous,1,4.699027301348621e-05
gravely,1,4.699027301348621e-05
gravitation,6,0.0002819416380809173
great,28,0.0013157276443776138
greater,16,0.0007518443682157794
greatest,4,0.00018796109205394484
greatly,2,9.398054602697242e-05
greatness,5,0.00023495136506743105
greek,2,9.398054602697242e-05
greeks,1,4.699027301348621e-05
green,5,0.00023495136506743105
greens,1,4.699027301348621e-05
greenyblue,1,4.699027301348621e-05
gross,3,0.00014097081904045864
ground,10,0.0004699027301348621
groundless,1,4.699027301348621e-05
grounds,11,0.0005168930031483483
group,1,4.699027301348621e-05
grow,1,4.699027301348621e-05
growing,1,4.699027301348621e-05
grown,2,9.398054602697242e-05
growth,2,9.398054602697242e-05
guarantee,6,0.0002819416380809173
guard,2,9.398054602697242e-05
guarded,1,4.699027301348621e-05
guide,1,4.699027301348621e-05
gutenberg,26,0.0012217470983506415
gutenbergs,1,4.699027301348621e-05
gutenberg,5,0.00023495136506743105
gutenberg,56,0.0026314552887552276
gutenbergs,1,4.699027301348621e-05
habit,6,0.0002819416380809173
habits,1,4.699027301348621e-05
habitual,1,4.699027301348621e-05
habitually,1,4.699027301348621e-05
hairsplitting,1,4.699027301348621e-05
half,3,0.00014097081904045864
hallucinations,2,9.398054602697242e-05
halved,2,9.398054602697242e-05
halves,1,4.699027301348621e-05
hand,7,0.00032893191109440345
handbooks,1,4.699027301348621e-05
happen,8,0.0003759221841078897
happened,6,0.0002819416380809173
happens,5,0.00023495136506743105
happiness,1,4.699027301348621e-05
hard,9,0.00042291245712137586
hardly,6,0.0002819416380809173
hardness,6,0.0002819416380809173
hardnesses,1,4.699027301348621e-05
harm,1,4.699027301348621e-05
harmless,1,4.699027301348621e-05
harmonious,3,0.00014097081904045864
harmonize,2,9.398054602697242e-05
harmony,1,4.699027301348621e-05
hart,1,4.699027301348621e-05
hates,1,4.699027301348621e-05
hatred,1,4.699027301348621e-05
hatreds,1,4.699027301348621e-05
head,5,0.00023495136506743105
hear,10,0.0004699027301348621
heard,4,0.00018796109205394484
hearing,4,0.00018796109205394484
hears,2,9.398054602697242e-05
heartbeats,1,4.699027301348621e-05
heat,2,9.398054602697242e-05
heaven,1,4.699027301348621e-05
heavens,1,4.699027301348621e-05
hegel,7,0.00032893191109440345
hegels,1,4.699027301348621e-05
held,17,0.0007988346412292655
help,8,0.0003759221841078897
helpful,1,4.699027301348621e-05
hence,45,0.0021145622856068792
henry,1,4.699027301348621e-05
heretofore,1,4.699027301348621e-05
hesitatingly,1,4.699027301348621e-05
hides,1,4.699027301348621e-05
hierarchy,2,9.398054602697242e-05
high,1,4.699027301348621e-05
higher,1,4.699027301348621e-05
highest,6,0.0002819416380809173
highly,4,0.00018796109205394484
hills,1,4.699027301348621e-05
hinder,1,4.699027301348621e-05
historian,1,4.699027301348621e-05
historic,1,4.699027301348621e-05
historical,2,9.398054602697242e-05
historically,1,4.699027301348621e-05
history,3,0.00014097081904045864
hitherto,8,0.0003759221841078897
hold,11,0.0005168930031483483
holder,4,0.00018796109205394484
holds,5,0.00023495136506743105
home,1,4.699027301348621e-05
honour,1,4.699027301348621e-05
hoofs,1,4.699027301348621e-05
hooks,2,9.398054602697242e-05
hope,10,0.0004699027301348621
hoped,1,4.699027301348621e-05
hopeless,1,4.699027301348621e-05
hopes,3,0.00014097081904045864
horrors,1,4.699027301348621e-05
horse,2,9.398054602697242e-05
host,1,4.699027301348621e-05
hostile,2,9.398054602697242e-05
hot,1,4.699027301348621e-05
hour,2,9.398054602697242e-05
house,3,0.00014097081904045864
houses,2,9.398054602697242e-05
however,37,0.0017386401014989896
howeverwhich,1,4.699027301348621e-05
human,15,0.0007048540952022931
hume,6,0.0002819416380809173
humemaintained,1,4.699027301348621e-05
humes,1,4.699027301348621e-05
hundred,1,4.699027301348621e-05
hundreds,1,4.699027301348621e-05
hunger,3,0.00014097081904045864
hungry,2,9.398054602697242e-05
hylas,3,0.00014097081904045864
hypertext,1,4.699027301348621e-05
hypotheses,7,0.00032893191109440345
hypothesis,5,0.00023495136506743105
hypothetical,3,0.00014097081904045864
idea,31,0.0014566984634180726
idealism,6,0.0002819416380809173
idealists,5,0.00023495136506743105
ideas,36,0.0016916498284855034
ideasie,1,4.699027301348621e-05
identical,5,0.00023495136506743105
identification,1,4.699027301348621e-05
identify,2,9.398054602697242e-05
identity,1,4.699027301348621e-05
ides,1,4.699027301348621e-05
ie,16,0.0007518443682157794
ignorance,1,4.699027301348621e-05
ignorant,1,4.699027301348621e-05
ignored,2,9.398054602697242e-05
ii,1,4.699027301348621e-05
iii,1,4.699027301348621e-05
illumination,1,4.699027301348621e-05
illusoriness,1,4.699027301348621e-05
illusory,1,4.699027301348621e-05
illustrated,1,4.699027301348621e-05
illustrates,2,9.398054602697242e-05
illustration,6,0.0002819416380809173
illustrations,1,4.699027301348621e-05
image,8,0.0003759221841078897
imagination,7,0.00032893191109440345
imagine,6,0.0002819416380809173
imagined,2,9.398054602697242e-05
imagining,2,9.398054602697242e-05
immanuel,1,4.699027301348621e-05
immediate,21,0.0009867957332832104
immediately,26,0.0012217470983506415
immutable,1,4.699027301348621e-05
impaired,1,4.699027301348621e-05
impairs,1,4.699027301348621e-05
impartial,1,4.699027301348621e-05
impartiality,3,0.00014097081904045864
impartially,1,4.699027301348621e-05
impenetrable,1,4.699027301348621e-05
imperceptible,2,9.398054602697242e-05
impersonal,1,4.699027301348621e-05
implied,6,0.0002819416380809173
implies,4,0.00018796109205394484
imply,2,9.398054602697242e-05
importance,18,0.0008458249142427517
important,26,0.0012217470983506415
impose,1,4.699027301348621e-05
imposed,2,9.398054602697242e-05
impossibility,5,0.00023495136506743105
impossible,15,0.0007048540952022931
impression,1,4.699027301348621e-05
imprisoned,1,4.699027301348621e-05
improbable,3,0.00014097081904045864
inaccurate,1,4.699027301348621e-05
inadequate,2,9.398054602697242e-05
incapable,8,0.0003759221841078897
incidental,1,4.699027301348621e-05
inclination,1,4.699027301348621e-05
inclined,2,9.398054602697242e-05
include,3,0.00014097081904045864
included,10,0.0004699027301348621
includes,1,4.699027301348621e-05
including,9,0.00042291245712137586
incoherent,2,9.398054602697242e-05
incompatible,1,4.699027301348621e-05
incomplete,9,0.00042291245712137586
incompleteness,3,0.00014097081904045864
inconceivable,2,9.398054602697242e-05
inconsistencies,1,4.699027301348621e-05
inconsistency,1,4.699027301348621e-05
inconsistent,2,9.398054602697242e-05
increase,1,4.699027301348621e-05
increased,3,0.00014097081904045864
increases,2,9.398054602697242e-05
increasing,1,4.699027301348621e-05
incredulous,1,4.699027301348621e-05
indeed,3,0.00014097081904045864
indefinite,2,9.398054602697242e-05
indefinitely,1,4.699027301348621e-05
indemnify,1,4.699027301348621e-05
indemnity,1,4.699027301348621e-05
independence,1,4.699027301348621e-05
independent,19,0.000892815187256238
independently,10,0.0004699027301348621
indestructible,1,4.699027301348621e-05
indicate,2,9.398054602697242e-05
indicated,1,4.699027301348621e-05
indicating,1,4.699027301348621e-05
indifferent,2,9.398054602697242e-05
indirect,1,4.699027301348621e-05
indirectly,2,9.398054602697242e-05
individual,6,0.0002819416380809173
individually,2,9.398054602697242e-05
indubitable,5,0.00023495136506743105
induction,17,0.0007988346412292655
inductive,19,0.000892815187256238
inevitable,1,4.699027301348621e-05
inexplicable,1,4.699027301348621e-05
infallibility,1,4.699027301348621e-05
infallible,3,0.00014097081904045864
infancy,1,4.699027301348621e-05
infected,1,4.699027301348621e-05
infer,5,0.00023495136506743105
inference,15,0.0007048540952022931
inferences,5,0.00023495136506743105
inferred,10,0.0004699027301348621
inferring,1,4.699027301348621e-05
infinite,8,0.0003759221841078897
infinitely,3,0.00014097081904045864
infinitesimal,1,4.699027301348621e-05
infinitum,1,4.699027301348621e-05
infinity,2,9.398054602697242e-05
inflected,1,4.699027301348621e-05
inflections,1,4.699027301348621e-05
influence,1,4.699027301348621e-05
information,8,0.0003759221841078897
infringed,1,4.699027301348621e-05
infringement,1,4.699027301348621e-05
inhabitants,1,4.699027301348621e-05
inhabited,1,4.699027301348621e-05
inherent,1,4.699027301348621e-05
innate,4,0.00018796109205394484
inner,2,9.398054602697242e-05
innocent,1,4.699027301348621e-05
innumerable,4,0.00018796109205394484
inoperative,1,4.699027301348621e-05
inquire,1,4.699027301348621e-05
inquired,1,4.699027301348621e-05
inquiry,4,0.00018796109205394484
insistence,2,9.398054602697242e-05
insistent,1,4.699027301348621e-05
insoluble,1,4.699027301348621e-05
inspiration,1,4.699027301348621e-05
instance,34,0.001597669282458531
instances,22,0.0010337860062966965
instants,1,4.699027301348621e-05
instead,6,0.0002819416380809173
instinctive,12,0.0005638832761618346
instinctively,3,0.00014097081904045864
instincts,1,4.699027301348621e-05
instrument,1,4.699027301348621e-05
insubstantial,1,4.699027301348621e-05
integers,6,0.0002819416380809173
intellect,5,0.00023495136506743105
intellectual,3,0.00014097081904045864
intelligent,1,4.699027301348621e-05
intend,1,4.699027301348621e-05
intended,1,4.699027301348621e-05
intently,1,4.699027301348621e-05
interact,1,4.699027301348621e-05
interaction,2,9.398054602697242e-05
interest,6,0.0002819416380809173
interesting,9,0.00042291245712137586
interests,5,0.00023495136506743105
interfere,2,9.398054602697242e-05
interferes,1,4.699027301348621e-05
intermediary,1,4.699027301348621e-05
intermediate,2,9.398054602697242e-05
internal,2,9.398054602697242e-05
international,1,4.699027301348621e-05
interpret,1,4.699027301348621e-05
interpretation,2,9.398054602697242e-05
interpreted,1,4.699027301348621e-05
interrelation,1,4.699027301348621e-05
interrupted,1,4.699027301348621e-05
intervening,2,9.398054602697242e-05
intrinsic,9,0.00042291245712137586
intrinsically,4,0.00018796109205394484
introduce,1,4.699027301348621e-05
introduction,1,4.699027301348621e-05
introspection,3,0.00014097081904045864
